yalefaces/subject02.noglasses	8018.81	8154.56	8158.03	8158.25	6980.47	5010.44	5988.09	7003.5	2746.31	4424.19	2743.03	1845.78	7088.19	4719.03	5153.47	6059.06	
yalefaces/subject02.normal	8018.81	8154.56	8158.03	8158.25	6980.47	5010.44	5988.09	7003.5	2746.31	4424.19	2743.03	1845.78	7088.19	4719.03	5153.47	6059.06	
yalefaces/subject02.rightlight	5309.94	5201.38	5263.69	5233.66	6393.81	3208.5	3889.03	5413.19	3364.53	2996.31	2327.84	2536.59	7457.91	5132.5	6430.47	7655.78	
yalefaces/subject02.sad	8019.5	8155.03	8158.31	8158.81	6921.31	5106.41	6061.84	7215.41	2990.66	4123.06	2708.41	1988.69	7240.25	4771.44	5109.59	5951.53	
yalefaces/subject02.sleepy	8018.81	8154.44	8158	8158.38	6971.25	5002.88	5974.09	7016.69	2735.09	4486.13	2744.28	1798.56	7121.5	4746	5180.66	6081.63	
yalefaces/subject02.surprised	8020.38	8155.53	8158.5	8159.03	6546.47	4870.5	6201.41	6881.03	2423.88	3091.5	2562.47	1908.06	6875.19	4991.84	5316.75	6339.13	
yalefaces/subject02.wink	8021.72	8155.56	8158.62	8158.94	6661.5	4974.94	5830.19	6845.06	2848.22	4191.47	2548.47	1915.59	7446.84	4859.56	5358.03	6248.41	
yalefaces/subject03.centerlight	8035	8160	8160	8160	6359.56	3244.03	4955.31	5956.75	4648.09	1442.63	2552.91	2513.13	8113.31	6277.38	7030.22	7621.5	
yalefaces/subject03.glasses	8035	8160	8160	8159.91	6491.16	3759.16	3957.47	5741.94	5419.41	2168.19	2257.44	3182.91	8160	7119.25	7518.28	7797.47	
yalefaces/subject03.happy	8035	8160	8160	8160	6023.84	3358	4433.41	5228.34	5627.97	1676.09	3488.94	4044.69	8160	7731.56	7995.09	8053.44	
yalefaces/subject03.leftlight	8035	8160	8160	8136.59	6688.72	3437.06	5201.19	5846.38	4545.25	1078.38	1655.75	1365.25	5137.47	1144.25	1045.38	915.031	
yalefaces/subject03.noglasses	8035	8160	8160	8160	5954.22	3532.34	4757	5240.72	5663.47	1945.91	3773.41	4066.22	8160	7749.81	7999.53	8055.19	
yalefaces/subject03.normal	8035	8160	8160	8160	5954.22	3532.34	4757	5240.72	5663.47	1945.91	3773.41	4066.22	8160	7749.81	7999.53	8055.19	
yalefaces/subject03.rightlight	3204.38	2083.75	2025.41	1952.25	3769.38	791.406	1148.69	1194.16	4709.78	904.188	2345.28	2444.31	7938.69	6258.75	6845.47	6975.09	
yalefaces/subject03.sad	8035	8160	8160	8160	6025.97	3535.16	4784.53	5206.38	5625.66	1961.47	3611.34	3809.94	8160	7646.09	7893.75	7848.06	
yalefaces/subject03.sleepy	8035	8160	8160	8160	6112.91	3483.44	4720.75	5219.88	5589.06	1672.5	3516.72	3978.81	8160	7633.44	7922.5	8059.84	
yalefaces/subject03.surprised	8035	8160	8160	8148.75	5375.75	3150.56	4730.94	4880.25	5938.88	2010.66	4303.56	4130.22	8160	8128.72	8158.97	7949.22	
yalefaces/subject03.wink	8035	8160	8160	8160	6153.25	3263.59	4817.78	5129.59	5622.38	1253.59	3131.06	3978.13	8160	7626.88	7925.19	8088.09	
yalefaces/subject04.centerlight	8035	8160	8160	8160	6544.31	3807.09	5968.75	5210.66	3204.09	2932.31	3225.22	2904.78	7394.03	5755.72	7190.69	7775.97	
yalefaces/subject04.glasses	8035	8160	8160	8158.97	6881.75	4552.63	6063.78	5043.66	2933.06	2699.19	2837.38	1941.16	7055.59	5401	6689.31	6609.85	
yalefaces/subject04.happy	8035	8160	8160	8157.69	6893	4212	5996.72	5041.16	2980.09	2496.06	3119.13	1998.19	7364.88	5559.41	6697.41	6827.31	
yalefaces/subject04.leftlight	8035	8160	8160	8160	6465.44	4283.63	6811.66	5488.06	3095.06	2451.09	2470.81	2359.31	4672.03	2008.59	2193.72	3458.22	
yalefaces/subject04.noglasses	8035	8160	8159.62	8153.66	6770.44	3916.56	5791.63	5008.44	3230.5	2520.81	3402.13	1835.44	7601.5	5856.41	6873.78	6924.53	
yalefaces/subject04.normal	8035	8160	8160	8155.59	7085.22	4493.13	6200.19	5004.97	2949.78	2240.78	3351.72	1785.63	7288.22	5223.94	6455.56	6757.38	
yalefaces/subject04.rightlight	3057.69	2735.44	2625.84	2302.44	3623.16	1062.91	1521.44	1208.53	2893.28	1638.66	2696.47	2478.63	7432.41	5574.84	6673.69	6674.78	
yalefaces/subject04.sleepy	8035	8160	8160	8159.34	7039.69	4621	6216.81	5142.47	3082.44	2927.25	3289.72	1904	7106.5	5354.81	6700.97	6775.72	
yalefaces/subject04.sad	8035	8160	8160	8155.59	7085.22	4493.13	6200.19	5004.97	2949.78	2240.78	3351.72	1785.63	7288.22	5223.94	6455.56	6757.38	
yalefaces/subject04.surprised	8035	8160	8159.72	8152.59	6915.37	4152	5912.1	4841.47	3156.28	2222.66	3247.06	1664.75	7531.62	5561.28	6668.13	6609.53	
yalefaces/subject04.wink	8035	8160	8159.84	8154.28	6883.13	4054.22	5835.47	4983.66	3088.09	2018.69	2936.31	1790.09	7646.34	5604.09	6711.66	6891.41	
yalefaces/subject05.centerlight	8035	8160	8160	8098.56	7319.78	5429.53	6040.25	6593.41	5876	3257.41	3166	3289.34	8040.81	6032.97	6026.94	7126.88	
yalefaces/subject05.glasses	8033.75	8160	8160	8024.62	7411.09	5531.78	5739.03	6460.84	6856.53	3800.09	2694.63	2360.19	8124.88	6713.78	6335.66	7291.06	
yalefaces/subject05.happy	8033.75	8160	8160	8016.16	7379	5490.41	5680.44	6344.66	6813.81	3930.63	2644	2423.75	8111.91	6637.84	6330.53	7321.38	
yalefaces/subject05.leftlight	8035	8160	8160	8137.69	7422.06	6084.5	6859.28	6947.88	5677.72	2782.25	2631.94	2958.19	5566.44	1797.53	1582.13	2054.25	
yalefaces/subject05.noglasses	8033.88	8160	8160	8020.13	7483.72	5714	5931.19	6486.19	6871.31	3744.38	2914.63	2401.5	8105.44	6585.06	6152.66	7273.41	
yalefaces/subject05.normal	8033.97	8160	8160	8021.62	7394.34	5470.03	5810.22	6387.12	6889.03	3821.03	2885.28	2371.66	8134.03	6764.28	6374.25	7357.69	
yalefaces/subject05.rightlight	3018.72	2112.06	2049.34	1847.03	4304.69	1375.81	1442.47	1846.94	4834.88	2149.03	2199.31	2211.06	7126.16	5661.94	5854.47	6419.91	
yalefaces/subject05.sad	8033.56	8160	8160	8013.37	7368.22	5463.19	5684.56	6279.03	6847.59	3959.16	2909.44	2266.16	8137.03	6775.31	6387.63	7390.63	
yalefaces/subject05.sleepy	8033.53	8160	8160	8014.69	7370.38	5448.22	5693.47	6291.41	6854.91	3923.13	2893.78	2316.09	8141.81	6801.81	6389.16	7361.63	
yalefaces/subject05.surprised	8033.06	8160	8160	8009.94	7390.28	5610.75	5818.78	6319.44	6713.91	3821.16	2922.06	2066	8056.19	6398.78	6125.88	7191.41	
yalefaces/subject05.wink	8032.91	8160	8160	8010.16	7364.38	5420.88	5760.44	6372.25	6769.66	3832.94	2835.88	2297.75	8114.28	6698.06	6262.97	7294.97	
yalefaces/subject06.centerlight	7146.69	5047.72	6442.75	7837.94	2791.25	5026.03	4915.59	4160.69	6117.5	3104.19	6012.91	6278.78	8160	8160	8160	8160	
yalefaces/subject06.glasses	5395.59	2789.12	3649.56	4658	3365.78	3148.31	2675.84	1969	7885.53	5242.91	6400.25	6499.06	8110.97	8068.16	8032.78	7742.94	
yalefaces/subject06.happy	6449.13	3803.56	4499.13	5309.44	3335.5	3290.31	2602.06	2035.34	7546.88	4473.31	5244.22	5525.78	8109.47	8063.44	7992.63	7472.22	
yalefaces/subject06.leftlight	7580.5	5698	7169.22	8142.81	3045.81	4367.28	4630.91	4353.84	5311.41	933.813	1935.03	2455.75	4823.84	2542.22	2098.12	1897.66	
yalefaces/subject06.noglasses	6543.56	3893.59	4658.41	5391.13	3166.41	3290.34	2852.09	1876.22	7470.38	4331.13	5162.88	5419.28	8110.35	8062.75	7979.13	7403.09	
yalefaces/subject06.rightlight	6858.62	2444.19	3692.16	7118.81	2518.97	2559.78	2487.63	2227.44	6506.94	3590.53	6067.31	6646.28	8160	8160	8160	8160	
yalefaces/subject06.normal	6543.56	3893.59	4658.41	5391.13	3166.41	3290.34	2852.09	1876.22	7470.38	4331.13	5162.88	5419.28	8110.35	8062.75	7979.13	7403.09	
yalefaces/subject06.sad	6261.72	3514.72	4376.28	5145.25	3145.03	3113.03	2715.31	1858.44	7598.94	4539	5441.25	5790.03	8112.72	8070.56	8014.56	7528.94	
yalefaces/subject06.sleepy	6166.94	3409.66	4186.56	4763.41	3735.88	3393.81	2996.75	1949.19	7822.62	4909.59	5747.84	5995.91	8110.69	8066.63	8026.66	7632.31	
yalefaces/subject06.surprised	5418.72	2937.75	3914.84	4499.44	3525.09	3183.56	2802.41	1548.34	7856.97	5237.25	6326.44	6243.66	8107.59	8064.94	8030.19	7717.75	
yalefaces/subject06.wink	6152.25	3357.66	4451.41	4883.34	2984.09	2878.78	2606.59	1757.63	7587.25	4353.31	5587.38	6099.59	8103.78	8058.63	8014.22	7486.41	
yalefaces/subject07.centerlight	8035	8160	8160	8059.28	5111.34	2921.84	3742.06	4188.47	3556.53	1857.84	1997.78	2254.34	8114.84	7620.34	7946.41	7615.25	
yalefaces/subject07.glasses	8035	8160	8160	8160	5476.75	2758.66	3338.75	4047.69	5266.06	3324.41	3215.13	2869.84	8160	8160	8160	7875.03	
yalefaces/subject07.happy	8035	8160	8160	8154.5	6216.91	3698.38	4146.97	4543.94	4874.81	2983	2724.22	2850.94	8146.75	7773.16	8069.44	7974.06	
yalefaces/subject07.leftlight	8035	8160	8160	8160	6232.38	2917.66	4063.28	4688.72	3981.28	904.969	894.563	463.156	4692.09	1891.44	1679	1639.69	
yalefaces/subject07.noglasses	8035	8160	8160	8132.38	5768.44	3260.5	3854.66	3764.44	5063.47	2154.81	2968.41	2795.59	8160	8001.56	8157.28	7728.75	
yalefaces/subject07.normal	8035	8160	8160	8132.38	5768.44	3260.5	3854.66	3764.44	5063.47	2154.81	2968.41	2795.59	8160	8001.56	8157.28	7728.75	
yalefaces/subject07.rightlight	5260.78	3801.13	3692.63	3326.81	4731.63	1046.19	1178.5	1298.94	4884.53	1407.81	2306.94	2484.06	8160	7956.38	8109.06	7974.84	
yalefaces/subject07.sad	8035	8160	8160	8156.84	6270.56	2900.28	3742.97	3997.03	5738.97	2485.22	2885.63	2373.38	8160	8048.31	8142.94	8014.53	
yalefaces/subject07.sleepy	8035	8160	8160	8138	5865.16	3073.09	3719.78	3735.53	5168.75	2210.41	3002.97	2840.91	8160	8049.91	8159.28	7775.5	
yalefaces/subject07.surprised	8035	8160	8160	8158	6238.28	2170.72	3506.78	3642.31	5839.94	1964.78	3265.13	3059.19	8160	8137.31	8160	8086.03	
yalefaces/subject07.wink	8035	8160	8160	8159.16	6121.12	2811.22	4241.56	3647.09	5911	1803.16	2963.44	3029.81	8160	8053.22	8155.72	8108.84	
yalefaces/subject08.centerlight	8035	8160	8160	8028.09	4967.41	3032.97	4666.62	4363.84	5077.31	3123.03	4388.41	4587.06	8160	7822.88	8142.94	8159.34	
yalefaces/subject08.glasses	8035	8160	8160	8107.66	5636.06	3431.97	3688.13	4247.31	5587.78	3466.5	3172.66	3405.16	8160	7631.5	7895.25	8119.69	
yalefaces/subject08.happy	8035	8159.91	8142.19	8080.53	5529.09	3621	4437.59	4538.84	5752.59	2921.81	3663.47	3513.34	8159.44	7970.19	7967	7606.03	
yalefaces/subject08.leftlight	8034.84	8160	8160	8026.47	4186.41	3711.56	5414.75	4897.88	3669.25	1327.06	2047.53	2140	3969.38	1927.84	1781.72	1675.72	
yalefaces/subject08.noglasses	8034.94	8159.66	8153.59	8028.28	5115.88	3164.19	4963.22	4081.31	4680.22	2942.94	3955.91	3266.38	8159.19	7566.03	7983.84	7483.56	
yalefaces/subject08.normal	8035	8160	8160	8107.66	5636.06	3431.97	3688.13	4247.31	5587.78	3466.5	3172.66	3405.16	8160	7631.5	7895.25	8119.69	
yalefaces/subject08.rightlight	5466.63	3240.38	3360.97	3232.81	4464.34	1650.84	2817.34	3054.41	3808.91	2188.28	3590	3592.81	7973.69	6825.31	7424.72	7299.88	
yalefaces/subject08.sad	8034.91	8159.78	8151.28	8109.22	6458.09	4472.88	5135.34	4946.44	5668.28	3413.19	3419.38	2979.09	8159.06	7173.59	7530.22	7286.41	
yalefaces/subject08.sleepy	8035	8152.03	8139.44	8038.16	5009.09	3450.13	4363.5	3980.88	5815.94	3137.72	4245.66	3943.25	8159.84	8158.41	8049.72	7783.81	
yalefaces/subject08.surprised	8034.81	8159.62	8157.22	8151.53	7204.88	4130.72	5335.44	5929.34	5700.75	2810.78	2979.69	2172.53	8143.66	6713.66	6958.59	7040.22	
yalefaces/subject08.wink	8035	8159.62	8155.19	8074	5444.97	3667.22	5338.59	4610.5	4211.69	3021.97	3439.66	2989.38	8104	6853.81	7714.59	7254.31	
yalefaces/subject09.centerlight	8035	8160	8160	8160	6763.44	4394.25	5402.81	6108.28	5903.75	4046.66	4172.06	4525.59	8160	8052.16	8143.12	8158.88	
yalefaces/subject09.glasses	8034.91	8160	8160	8124.69	6789.63	4805.19	5373.22	5712.56	4970.41	3965.97	2976.19	2394.5	8159.59	7365.69	7566.53	7237.85	
yalefaces/subject09.happy	8034.88	8159.94	8155.75	8057	5983.84	4112.72	4002.38	4704.41	6376.06	3881.97	3935.38	3048.5	8159.66	8158.41	8104.56	7541.78	
yalefaces/subject09.leftlight	8035	8160	8160	8160	6820.72	5080.66	6571.66	7056.53	5056.72	2148.78	1799.44	1699.03	5105.09	2176.41	1758.5	1326.38	
yalefaces/subject09.noglasses	8034.81	8159.94	8155.81	8040.22	5845.94	4236.47	4251.16	4550.34	6285.09	3788.38	4215.31	2671.56	8159.56	8158.41	8108.09	7429.94	
yalefaces/subject09.normal	8034.81	8159.94	8155.81	8040.22	5845.94	4236.47	4251.16	4550.34	6285.09	3788.38	4215.31	2671.56	8159.56	8158.41	8108.09	7429.94	
yalefaces/subject09.rightlight	5734.97	4313	4099.13	3480.81	6119.88	2014.22	2079.38	2386	5797.69	3083.34	4271.84	4193.59	8160	8090	8139.19	8082.63	
yalefaces/subject09.sad	8034.84	8159.75	8159.81	8054.28	5865.78	4093	4014.56	4158.31	6213.31	3801	3837.53	2599	8159.72	8158.56	8136.44	7559.38	
yalefaces/subject09.sleepy	8034.72	8152.06	8157.78	8017.1	5614.75	4148.88	3935.72	4195.28	6393.72	3821.84	4415.97	2682.97	8159.66	8158.62	8134.31	7574.13	
yalefaces/subject09.surprised	8034.59	8126.28	8152.31	7999	5539.44	3697.72	3805.53	4273.09	6527.81	4201.91	4409.72	3022.28	8159.47	8158.28	8125.59	7619.72	
yalefaces/subject09.wink	8034.88	8029.47	8149.75	8019.63	5672.88	3907.66	3697.69	4164.88	6799.06	3934.56	4732.06	2743.03	8159.78	8158.84	8131.16	7608.88	
yalefaces/subject10.centerlight	8035	8160	8160	8103.69	5681.28	3066.47	5577.91	5573	3360.22	3407.81	3425.03	2085.91	7747.38	5199.09	6474.63	7378.72	
yalefaces/subject10.glasses	8035	8159.91	8160	8152.53	6427.59	3275.28	4960.59	5522.78	4275.53	3278.81	2964.5	1664.28	8056.44	5837.41	6853.56	7756.03	
yalefaces/subject10.happy	8035	8160	8160	7952.44	5127.69	2515.12	4575.25	4545.53	3951.84	3038.34	3112.38	2083.81	8072.63	6641.97	7740.56	7706.91	
yalefaces/subject10.leftlight	8035	8160	8160	8111.94	5822.22	3512.44	6322.38	5981.34	3280.19	2722.69	2869.72	1936.16	4746.22	2183.16	2377.31	2516	
yalefaces/subject10.noglasses	8035	8160	8160	7948.59	5055.34	2371.13	4970.25	4522.91	3736.97	2819.81	3274.75	1894.09	8034.34	6634.62	7772.22	7620.53	
yalefaces/subject10.normal	8035	8159.91	8160	7884.25	4781.94	2226.25	4600.25	4200.75	4025.47	2811.5	3315.94	1920.94	8107.53	6974.91	7940.59	7685.94	
yalefaces/subject10.rightlight	7778.59	5777.34	5760.16	6125.72	5467.19	2151.06	3911.81	5201.97	3252.84	2533.59	2723.34	2127.16	7771.62	5537.38	7182.28	7735.47	
yalefaces/subject10.sad	8035	8159.94	8160	7940.75	5167.69	2474.09	4854.22	4466.16	3950.22	3022.69	3303.56	1801.03	8076.91	6663.19	7737.34	7669.13	
yalefaces/subject10.sleepy	8035	8160	8159.88	7936.47	5054.56	2565.03	4764.47	4404.81	3902.5	3094.88	3233.25	1828.38	8068	6681.06	7766.19	7709.06	
yalefaces/subject10.surprised	8035	8159.91	8160	7934.34	4966.75	2651.81	5140.81	4515.16	3852.28	2908.63	3008.03	2122.94	8055.59	6777.59	7855.91	7465.38	
yalefaces/subject10.wink	8035	8159.94	8160	7956.91	5121.25	2217.59	4747.53	4425.81	4033.72	2550.31	3070.09	1812.03	8063.91	6684.66	7742.78	7720.03	
yalefaces/subject11.centerlight	8035	8160	8159.41	8016.28	6038.59	2842.16	3186.25	4643.06	2669.06	886.188	4584	4255.72	7737.53	5112.03	4237.22	5704.88	
yalefaces/subject11.glasses	8035	8160	8160	7963.66	6422.22	3147.81	3564.5	4993.81	3423.72	1310.78	4206.03	3431.16	7948.19	5549	4753.72	6190.81	
yalefaces/subject11.happy	8035	8160	8160	7987.44	6981.41	3594.06	4030.25	4815.19	4013.25	1198.88	4582.84	3616.88	7946.03	5380.16	4059.06	5352.53	
yalefaces/subject11.noglasses	8035	8160	8160	7973.31	5971.69	2670.91	3902.63	4814.31	3653.34	1532.38	4552.44	3604.97	8067.38	5987.66	5077.06	6565.91	
yalefaces/subject11.leftlight	8025	8158.09	8159.19	7886.47	6119.94	2852.59	3345.63	4551.91	3262.22	631.063	2518.38	2364.16	4712.59	1546.72	1059.22	1317.25	
yalefaces/subject11.normal	8035	8160	8160	7982.53	6880.97	3694.44	4238.97	5230.47	3451.31	1387.84	4872.84	3473.63	7796.81	5028.22	4148.66	5687.72	
yalefaces/subject11.rightlight	7783.97	6776.72	5644.81	5515.56	6076.34	2640.5	2090.75	3880.38	2598.31	766.531	3540.75	3513.38	7750.12	5135.47	4475.28	5618	
yalefaces/subject11.sad	8035	8160	8160	7975.31	6394.66	3489	4236.84	5634.34	2041.31	940.969	4141.44	2781.09	7254.09	4389.44	4144.81	6069.97	
yalefaces/subject11.sleepy	8035	8160	8160	7980.69	5872.38	2565.25	3723.91	4745.84	3398.22	1212	4399.28	3402.38	8017.16	5811.41	4938.69	6518.28	
yalefaces/subject11.surprised	8035	8160	8160	7969.31	6864.53	4064.88	4404.13	5196.59	3539.5	2686.44	4448.13	3622.66	7851.5	5231.53	4390	5720.34	
yalefaces/subject11.wink	8035	8160	8160	7979.31	5785.31	2420.72	3595.59	4657.03	3396.16	1015.5	4119.63	3373.69	8031.34	5912.78	5035.91	6612.28	
yalefaces/subject12.centerlight	8035	8160	8160	8007.56	7006.31	4717.41	5968.88	6453.5	5127.28	4950.5	4350.94	3609.5	7694.5	5294.41	6331.66	6492.97	
yalefaces/subject12.glasses	8023.59	8157.72	8151.5	8143.78	7277.47	4905.38	5842.59	5991.13	5512.09	3444.88	2825.75	1890.09	7715.03	4955.97	5117.28	4630.16	
yalefaces/subject12.happy	8020.56	8155.5	8147	8099	7139.84	4048.47	5268.97	5496.53	5982.31	3360.66	2572.63	2014.13	7899.09	5915.5	5924.19	5015.16	
yalefaces/subject12.leftlight	8035	8160	8160	8069.94	7742.22	6043.5	7342.97	6870	5595.41	3372.69	3555.06	2972.44	5478.25	1599.97	1530.69	1484.5	
yalefaces/subject12.normal	8000.25	8147.81	8141.94	8148.53	7958.66	6082.34	6773.16	6911.28	5962.16	3662.25	2820.72	1991.16	7356.28	3735.41	3602.06	3812.19	
yalefaces/subject12.noglasses	8000.25	8147.81	8141.94	8148.53	7958.66	6082.34	6773.16	6911.28	5962.16	3662.25	2820.72	1991.16	7356.28	3735.41	3602.06	3812.19	
yalefaces/subject12.rightlight	7959.44	8078.81	8033.38	7812.25	7190.63	4694.03	5922.97	5566.44	5160.97	4412.41	3762.22	3572.94	7704.53	5739.31	7129.09	7096.19	
yalefaces/subject12.sad	8015.25	8152.72	8142.22	8049.91	6599.13	3752.31	5060.78	5359.19	5336.81	3065.31	2939.47	1613.97	7947.16	6251.03	6085.44	5140.25	
yalefaces/subject12.sleepy	7996.84	8142.22	8125.16	7966.53	6546.75	3650	4828.75	5133	5431.53	2992.38	2705.38	1797.53	7947.72	6329.34	6052.81	5081.38	
yalefaces/subject12.surprised	8009.69	8148.59	8140.62	8086.59	6812.03	3927.03	5464.25	5728.72	5398.25	2885.34	2520.69	1660.47	7757.03	5617.31	5468.69	4627.19	
yalefaces/subject12.wink	8010.5	8149.56	8139.88	8083.13	6704.31	4120.09	5438.03	5541.19	5095.44	3323.03	2398.34	1742.47	7716.44	5482.5	5466.31	4742.13	
yalefaces/subject13.centerlight	8035	8160	8160	8157.13	7373.81	3177.72	3889.63	5446.97	6760.56	1299.53	2359.94	3617.47	8160	7873.62	8075.78	8157.41	
yalefaces/subject13.glasses	8035	8160	8160	8128.72	7499.16	4351.72	5253.38	6632.66	5967.81	2158.5	2745.47	2681.13	8160	6863.03	7198.16	8041.06	
yalefaces/subject13.happy	8035	8160	8160	8126.19	7574.53	4561.78	5268.62	6667.25	5928.09	2219.22	2563.28	2833.06	8160	6635.38	7013.78	8031.16	
yalefaces/subject13.leftlight	8035	8160	8160	8153.59	7373.19	3365.28	4219.47	5757.75	6117	678.438	1098.44	1065.41	7377.88	2587.38	2447.63	3849.16	
yalefaces/subject13.noglasses	8035	8160	8160	8127.75	7623.62	4437.06	5258.78	6810.38	6229.19	1851.97	2830.53	2471.38	8160	6831.63	7017.38	8039.06	
yalefaces/subject13.normal	8035	8160	8160	8109.41	7642.41	4488.16	5287.41	6630.31	5813.84	1989.25	2600.06	2481.53	8145.69	6394.75	6949.56	8006.31	
yalefaces/subject13.rightlight	6921.16	4019.78	3941.91	4358.5	6384.5	1254.25	1508.78	2042.78	6517	840.25	1764.59	3271.84	8158.97	7698.41	7943.69	7833.13	
yalefaces/subject13.sad	8035	8160	8160	8122.19	7456.59	4303	5074.34	6489.59	5980.88	2145.19	2644.69	2830.09	8160	6912.28	7198.66	8035.19	
yalefaces/subject13.sleepy	8035	8160	8160	8113.88	7428.09	4109.75	4977.75	6482.16	6046.72	1741.41	2788.63	2557.16	8160	6980.5	7211.75	8032.91	
yalefaces/subject13.surprised	8035	8160	8160	8124.63	7373.97	4006.19	5115.91	6398.22	6069.09	1656.88	2808.53	2923.06	8160	7171.53	7491.56	8041.34	
yalefaces/subject13.wink	8035	8160	8160	8117.16	7739.88	4711.75	5261.06	6549.09	6302.62	1745.03	2679.97	2567.06	8160	6574.66	6851.5	8004.63	
yalefaces/subject14.centerlight	7837.75	5778.38	6859.78	8067.53	4422.47	2877.34	3584.41	3336.25	7143.91	3676.13	5564.88	6855.38	8160	8160	8160	8160	
yalefaces/subject14.glasses	7855.47	6006.25	7065.22	8147.31	4249.81	2424.13	2933.63	2539.16	6917.19	3199.75	4785.81	6421.16	8159.13	8155.97	8117.16	8139.41	
yalefaces/subject14.happy	7884.75	6039.19	7170.56	8158.78	4497.06	2738.41	3545.28	3042.34	7114.41	3553.63	5325.66	6558.31	8159.94	8159.84	8155.38	8159.84	
yalefaces/subject14.leftlight	7925.19	6289.81	7470.06	8160	4485.28	2356.06	3302.28	3421.59	4898.25	893.625	1499.84	1715.34	6691.22	3359.25	3265.41	5793.69	
yalefaces/subject14.noglasses	7940.09	6396.44	7387.72	8153.47	4369.19	2635.53	3534.38	3079	6667.88	2897.56	4743.38	5881.06	8159.5	8156.34	8106.5	8122.38	
yalefaces/subject14.normal	7940.09	6396.44	7387.72	8153.47	4369.19	2635.53	3534.38	3079	6667.88	2897.56	4743.38	5881.06	8159.5	8156.34	8106.5	8122.38	
yalefaces/subject14.rightlight	5100.06	2340.94	2795.44	3196.5	4206.41	1450.09	1880.69	2029.13	7021.5	3660.94	5642.84	6988.12	8158.84	8145.97	8150.16	8159.81	
yalefaces/subject14.sad	7924.75	5956.53	6912.09	8123.22	4873.31	2175.34	3586.28	2248.94	7298.12	3331.84	5018.41	6348.94	8159.19	8155.78	8128.84	8151.81	
yalefaces/subject14.sleepy	8000.09	6707.16	7461.41	8153.28	4626.56	2543.03	3494.91	3177.03	6727.28	2837.31	4556.5	5787.25	8159.03	8155.16	8089.72	8114.53	
yalefaces/subject14.surprised	7978.66	6304.38	7043.47	8156.22	4977.03	2613.38	3489.38	2651.28	7391.09	3488.5	4927	6286.72	8159.44	8156.78	8140.59	8158.22	
yalefaces/subject14.wink	7960.19	6374.72	7229.22	8148.25	4678.66	2575.03	3510.13	2766.31	7123.97	3045.06	4685.66	6269.72	8159.09	8155.5	8112.72	8145.59	
